1000,   0.000013,   0.000013,  0.000009
1000,   0.0000135,  0.0000115,  0.0000045
1000,   0.000008,   0.0000075,   0.000009
10000,  0.0000575,   0.000052,   0.0000355
10000,  0.000058,   0.000051,   0.000041
10000,  0.000047,  0.000042,   0.000055
100000, 0.00047,     0.000408,    0.000302
100000, 0.000475,   0.000412,   0.000302
100000, 0.0005,    0.00041,   0.000579
500000, 0.0023,    0.001979,   0.0014675
500000, 0.00245,    0.0020125,  0.00151
500000, 0.00245,     0.001947,   0.002906
